Indeks;NUTId;Sezon;ImieNazwisko;Pozycja;Druzyna;Wynagrodzenie;Mecze;Wszystkie_zbiorki;Asysty;Przechwyty;Bloki;Straty;Punkty
1341;7;2007/08;Greg Buckner; SG;Minnesota Timberwolves;3 750 746;31;65;39;21;2;29;124
1363;7;2007/08;Michael Doleac; C;Minnesota Timberwolves;3 120 000;24;49;7;10;10;12;57
1387;7;2007/08;Randy Foye; SG;Minnesota Timberwolves;2 631 840;39;128;164;36;3;79;510
1389;7;2007/08;Sebastian Telfair; PG;Minnesota Timberwolves;2 562 426;60;135;355;59;11;111;556
1391;7;2007/08;Corey Brewer; F;Minnesota Timberwolves;2 535 720;79;292;111;76;25;89;459
1396;7;2007/08;Al Jefferson; C;Minnesota Timberwolves;2 480 885;82;911;117;74;119;167;1726
1400;7;2007/08;Mark Madsen; PF;Minnesota Timberwolves;2 420 000;20;38;4;3;2;9;9
1404;7;2007/08;Kirk Snyder; SG;Minnesota Timberwolves;2 358 433;36;126;64;20;15;52;261
1435;7;2007/08;Rashad McCants; SG;Minnesota Timberwolves;1 769 160;75;206;162;66;18;172;1114
1530;7;2007/08;Ryan Gomes; SF;Minnesota Timberwolves;770 610;82;475;145;65;10;96;1033
1541;7;2007/08;Craig Smith; PF;Minnesota Timberwolves;687 456;77;353;60;36;17;89;727
1575;7;2007/08;Chris Richard; PF;Minnesota Timberwolves;427 163;52;135;18;10;12;24;98
1656;7;2008/09;Al Jefferson; C;Minnesota Timberwolves;11000000;50;548;79;39;83;92;1156
1679;7;2008/09;Mike Miller; SG;Minnesota Timberwolves;9028575;73;483;326;30;31;145;722
1712;7;2008/09;Brian Cardinal; PF;Minnesota Timberwolves;6300000;64;142;76;37;13;48;190
1718;7;2008/09;Jason Collins; C;Minnesota Timberwolves;6200000;31;70;11;9;13;12;57
1785;7;2008/09;Ryan Gomes; SF;Minnesota Timberwolves;3650000;82;392;135;63;22;128;1092
1794;7;2008/09;Shelden Williams; C;Minnesota Timberwolves;3395760;45;153;12;22;18;34;186
1804;7;2008/09;Kevin Love; PF;Minnesota Timberwolves;3163680;81;734;84;35;50;118;899
1816;7;2008/09;Randy Foye; SG;Minnesota Timberwolves;2815560;70;214;303;72;26;150;1139
1819;7;2008/09;Corey Brewer; F;Minnesota Timberwolves;2725920;15;49;25;15;3;13;93
1822;7;2008/09;Mark Madsen; PF;Minnesota Timberwolves;2630000;19;18;4;1;1;3;6
1830;7;2008/09;Craig Smith; PF;Minnesota Timberwolves;2500000;74;284;79;31;19;105;746
1838;7;2008/09;Sebastian Telfair; PG;Minnesota Timberwolves;2300000;75;127;343;73;12;146;738
1878;7;2008/09;Rodney Carney; SG;Minnesota Timberwolves;1655760;67;126;26;45;29;43;481
1949;7;2008/09;Kevin Ollie; PG;Minnesota Timberwolves;797581;50;75;117;19;4;34;202
2019;7;2008/09;Bobby Brown; PG;Minnesota Timberwolves;442114;68;52;117;21;3;63;361
2072;7;2009/10;Al Jefferson; C;Minnesota Timberwolves;12000000;76;703;137;63;98;136;1301
2117;7;2009/10;Darko Milicic; C;Minnesota Timberwolves;7540000;32;151;47;22;34;35;215
2196;7;2009/10;Ryan Gomes; SF;Minnesota Timberwolves;3892500;76;348;124;62;16;95;832
2203;7;2009/10;Ramon Sessions; G;Minnesota Timberwolves;3670667;82;214;258;55;5;137;674
2205;7;2009/10;Damien Wilkins; SG;Minnesota Timberwolves;3630000;80;249;135;66;25;76;451
2215;7;2009/10;Kevin Love; PF;Minnesota Timberwolves;3401040;60;658;136;43;23;117;842
2230;7;2009/10;Jonny Flynn; PG;Minnesota Timberwolves;2969280;81;191;356;82;2;233;1094
2231;7;2009/10;Corey Brewer; F;Minnesota Timberwolves;2916120;82;279;193;117;29;164;1066
2258;7;2009/10;Ryan Hollins; C;Minnesota Timberwolves;2183333;73;207;51;19;38;95;447
2305;7;2009/10;Oleksiy Pecherov; C;Minnesota Timberwolves;1547640;44;124;11;9;14;32;197
2307;7;2009/10;Sasha Pavlovic; SG;Minnesota Timberwolves;1500000;71;117;58;23;6;53;263
2333;7;2009/10;Alando Tucker; SF;Minnesota Timberwolves;1071720;15;10;4;0;0;5;51
2344;7;2009/10;Wayne Ellington; SG;Minnesota Timberwolves;1003560;76;159;74;20;5;74;505
2405;7;2009/10;Nathan Jawai; C;Minnesota Timberwolves;736420;39;104;24;10;9;27;124
2447;7;2009/10;Brian Cardinal; PF;Minnesota Timberwolves;111685;29;29;24;9;3;7;48
2590;7;2010/11;Michael Beasley; F;Minnesota Timberwolves;4962240;73;409;158;54;52;195;1401
2595;7;2010/11;Martell Webster; SF;Minnesota Timberwolves;4800000;46;147;53;28;9;58;453
2605;7;2010/11;Darko Milicic; C;Minnesota Timberwolves;4325000;69;360;104;54;140;151;606
2608;7;2010/11;Nikola Pekovic; C;Minnesota Timberwolves;4275000;65;193;27;18;35;91;359
2618;7;2010/11;Luke Ridnour; PG;Minnesota Timberwolves;4000000;71;199;384;89;10;158;840
2629;7;2010/11;Wesley Johnson; F;Minnesota Timberwolves;3726600;79;240;148;58;54;95;709
2631;7;2010/11;Kevin Love; PF;Minnesota Timberwolves;3638280;73;1112;184;45;28;155;1476
2649;7;2010/11;Jonny Flynn; PG;Minnesota Timberwolves;3192000;53;77;182;34;3;113;279
2669;7;2010/11;Sebastian Telfair; PG;Minnesota Timberwolves;2700000;37;54;111;25;3;64;266
2691;7;2010/11;Anthony Tolliver; PF;Minnesota Timberwolves;2200000;65;295;82;28;28;49;434
2707;7;2010/11;Anthony Randolph; SF;Minnesota Timberwolves;1965720;40;160;33;22;24;53;305
2763;7;2010/11;Wayne Ellington; SG;Minnesota Timberwolves;1078800;62;108;72;28;3;53;410
2772;7;2010/11;Lazar Hayward; SF;Minnesota Timberwolves;1020960;42;70;28;12;7;19;160
2802;7;2010/11;Maurice Ager; SF;Minnesota Timberwolves;854389;4;2;1;1;0;4;15
2989;7;2011/12;Michael Beasley; F;Minnesota Timberwolves;6262347;47;207;45;18;19;80;541
3005;7;2011/12;Martell Webster; SF;Minnesota Timberwolves;5256000;47;168;40;31;17;46;324
3017;7;2011/12;Darko Milicic; C;Minnesota Timberwolves;4776500;29;97;17;9;25;32;134
3019;7;2011/12;Brad Miller; C;Minnesota Timberwolves;4752000;15;19;24;4;2;12;35
3022;7;2011/12;Kevin Love; PF;Minnesota Timberwolves;4609701;55;734;111;47;28;128;1432
3024;7;2011/12;Derrick Williams; PF;Minnesota Timberwolves;4602720;66;311;38;30;31;77;583
3026;7;2011/12;Nikola Pekovic; C;Minnesota Timberwolves;4503600;47;346;31;29;31;87;651
3030;7;2011/12;J.J. Barea; G;Minnesota Timberwolves;4300000;41;114;232;21;0;103;463
3039;7;2011/12;Wesley Johnson; F;Minnesota Timberwolves;4006080;65;177;59;35;48;60;393
3055;7;2011/12;Luke Ridnour; PG;Minnesota Timberwolves;3680000;53;141;252;56;16;96;639
3060;7;2011/12;Ricky Rubio; PG;Minnesota Timberwolves;3480120;41;171;336;91;8;131;436
3090;7;2011/12;Anthony Randolph; SF;Minnesota Timberwolves;2911231;34;123;19;13;35;40;252
3132;7;2011/12;Anthony Tolliver; PF;Minnesota Timberwolves;2050000;51;153;22;18;19;35;208
3184;7;2011/12;Wayne Ellington; SG;Minnesota Timberwolves;1154040;51;99;33;26;10;26;311
3281;7;2011/12;Malcolm Lee; SG;Minnesota Timberwolves;500000;19;26;31;8;4;17;62
3367;7;2012/13;Kevin Love; PF;Minnesota Timberwolves;13668750;18;252;42;13;9;39;330
3395;7;2012/13;Andrei Kirilenko; SF;Minnesota Timberwolves;9779349;64;362;177;96;62;119;791
3460;7;2012/13;Brandon Roy; SG;Minnesota Timberwolves;5100000;5;14;23;3;0;7;29
3470;7;2012/13;Nikola Pekovic; C;Minnesota Timberwolves;4837200;62;545;53;43;50;101;1011
3472;7;2012/13;Derrick Williams; PF;Minnesota Timberwolves;4809840;78;430;46;44;37;101;933
3481;7;2012/13;J.J. Barea; G;Minnesota Timberwolves;4493500;74;207;294;32;0;145;834
3492;7;2012/13;Luke Ridnour; PG;Minnesota Timberwolves;4000000;82;206;311;82;15;130;939
3504;7;2012/13;Ricky Rubio; PG;Minnesota Timberwolves;3741120;57;229;418;137;5;172;608
3546;7;2012/13;Alexey Shved; PG;Minnesota Timberwolves;2934610;77;175;286;54;27;147;665
3559;7;2012/13;Greg Stiemsma; C;Minnesota Timberwolves;2575000;76;261;30;44;90;59;307
3587;7;2012/13;Dante Cunningham; F;Minnesota Timberwolves;2090000;80;408;67;84;38;56;695
3658;7;2012/13;Chase Budinger; SF;Minnesota Timberwolves;885120;23;71;25;14;7;23;216
3663;7;2012/13;Malcolm Lee; SG;Minnesota Timberwolves;884293;16;39;20;12;6;10;78
3705;7;2012/13;Josh Howard; SF;Minnesota Timberwolves;773976;11;36;4;10;3;10;74
3722;7;2012/13;Lazar Hayward; SF;Minnesota Timberwolves;542788;4;4;3;2;0;0;10
3748;7;2012/13;Mickael Gelabale; SF;Minnesota Timberwolves;346781;36;99;26;16;4;16;181
3749;7;2012/13;Chris Johnson; C;Minnesota Timberwolves;346781;8;11;2;4;0;3;29
3798;7;2013/14;Kevin Love; PF;Minnesota Timberwolves;14693906;77;963;341;59;35;196;2010
3813;7;2013/14;Nikola Pekovic; C;Minnesota Timberwolves;12100000;54;468;50;30;23;84;944
3865;7;2013/14;Kevin Martin; SG;Minnesota Timberwolves;6500000;68;203;121;66;6;106;1298
3893;7;2013/14;Corey Brewer; F;Minnesota Timberwolves;5000000;81;207;135;151;30;105;998
3894;7;2013/14;Chase Budinger; SF;Minnesota Timberwolves;5000000;41;103;31;19;2;24;274
3900;7;2013/14;J.J. Barea; G;Minnesota Timberwolves;4687000;79;154;303;26;0;125;660
3901;7;2013/14;Luc Mbah a Moute; F;Minnesota Timberwolves;4588384;64;146;36;30;14;40;224
3928;7;2013/14;Ricky Rubio; PG;Minnesota Timberwolves;3678358;82;342;704;191;11;221;781
3953;7;2013/14;Alexey Shved; PG;Minnesota Timberwolves;3150000;63;81;68;26;16;48;250
3993;7;2013/14;Dante Cunningham; F;Minnesota Timberwolves;2180000;81;330;83;62;58;42;510
4005;7;2013/14;Shabazz Muhammad; F;Minnesota Timberwolves;1887120;37;53;6;8;1;16;143
4022;7;2013/14;Ronny Turiaf; C;Minnesota Timberwolves;1500000;31;174;24;8;50;24;149
4037;7;2013/14;Gorgui Dieng; C;Minnesota Timberwolves;1352640;60;300;39;30;50;54;286
4145;7;2013/14;Robbie Hummel; SF;Minnesota Timberwolves;490180;53;132;23;16;2;10;181
4219;7;2014/15;Nikola Pekovic; C;Minnesota Timberwolves;12100000;31;234;27;19;12;42;386
4220;7;2014/15;Kevin Garnett; PF;Minnesota Timberwolves;12000000;47;311;77;46;17;46;323
4274;7;2014/15;Kevin Martin; SG;Minnesota Timberwolves;6792500;39;142;89;33;1;76;779
4293;7;2014/15;Anthony Bennett; F;Minnesota Timberwolves;5563920;57;216;48;27;16;36;298
4294;7;2014/15;Andrew Wiggins; SF;Minnesota Timberwolves;5510640;82;374;170;86;50;177;1387
4309;7;2014/15;Chase Budinger; SF;Minnesota Timberwolves;5000000;67;198;64;44;10;49;457
4321;7;2014/15;Ricky Rubio; PG;Minnesota Timberwolves;4660479;22;125;193;38;1;64;226
4371;7;2014/15;Gary Neal; PG;Minnesota Timberwolves;3250000;54;129;100;23;1;65;543
4430;7;2014/15;Zach LaVine; SG;Minnesota Timberwolves;2055840;77;214;276;54;10;193;778
4438;7;2014/15;Shabazz Muhammad; F;Minnesota Timberwolves;1971960;38;154;44;18;7;35;512
4442;7;2014/15;Adreian Payne; PF;Minnesota Timberwolves;1855320;32;162;30;19;9;44;213
4459;7;2014/15;Ronny Turiaf; C;Minnesota Timberwolves;1500000;2;1;2;0;0;0;0
4460;7;2014/15;Miroslav Raduljica; C;Minnesota Timberwolves;1500000;5;5;0;1;0;2;8
4466;7;2014/15;Gorgui Dieng; C;Minnesota Timberwolves;1413480;73;609;146;71;126;126;710
4551;7;2014/15;Robbie Hummel; SF;Minnesota Timberwolves;880000;45;134;27;16;9;18;198
4557;7;2014/15;Justin Hamilton; C;Minnesota Timberwolves;816482;41;134;36;27;30;26;219
4690;7;2015/16;Ricky Rubio; PG;Minnesota Timberwolves;12700000;76;326;658;162;10;193;766
4694;7;2015/16;Nikola Pekovic; C;Minnesota Timberwolves;12100000;12;21;11;1;0;9;54
4722;7;2015/16;Kevin Garnett; PF;Minnesota Timberwolves;8500000;38;150;62;28;10;16;122
4760;7;2015/16;Andrew Wiggins; SF;Minnesota Timberwolves;5758680;81;291;164;78;46;182;1675
4762;7;2015/16;Karl-Anthony Towns; C;Minnesota Timberwolves;5703600;82;858;161;58;138;183;1503
4812;7;2015/16;Nemanja Bjelica; PF;Minnesota Timberwolves;3950001;60;210;83;26;21;47;308
4883;7;2015/16;Zach LaVine; SG;Minnesota Timberwolves;2148360;82;228;251;69;17;155;1150
4891;7;2015/16;Shabazz Muhammad; F;Minnesota Timberwolves;2056920;82;267;52;24;7;70;863
4899;7;2015/16;Adreian Payne; PF;Minnesota Timberwolves;1938840;52;111;29;16;11;36;132
4922;7;2015/16;Gorgui Dieng; C;Minnesota Timberwolves;1474440;82;585;143;94;96;140;827
4937;7;2015/16;Tyus Jones; PG;Minnesota Timberwolves;1282080;37;47;108;31;3;33;156
4952;7;2015/16;Damjan Rudez; SF;Minnesota Timberwolves;1149500;33;20;11;3;1;13;75
4992;7;2015/16;Tayshaun Prince; SF;Minnesota Timberwolves;947276;77;147;73;36;13;27;221
5153;7;2016/17;Ricky Rubio; PG;Minnesota Timberwolves;13550000;75;305;682;128;10;195;836
5218;7;2016/17;Cole Aldrich; C;Minnesota Timberwolves;7643979;62;158;25;25;23;17;105
5239;7;2016/17;Andrew Wiggins; SF;Minnesota Timberwolves;6006600;82;328;189;82;30;187;1933
5245;7;2016/17;Karl-Anthony Towns; C;Minnesota Timberwolves;5960160;82;1007;220;56;103;212;2061
5288;7;2016/17;Jordan Hill; C;Minnesota Timberwolves;4000000;7;14;0;1;0;4;12
5295;7;2016/17;Kris Dunn; PG;Minnesota Timberwolves;3872520;78;166;188;78;36;89;293
5297;7;2016/17;Nemanja Bjelica; PF;Minnesota Timberwolves;3800000;65;244;79;40;20;59;403
5319;7;2016/17;Shabazz Muhammad; F;Minnesota Timberwolves;3046299;78;220;35;22;6;56;772
5349;7;2016/17;Gorgui Dieng; C;Minnesota Timberwolves;2348783;82;647;158;88;95;107;816
5356;7;2016/17;Zach LaVine; SG;Minnesota Timberwolves;2240880;47;160;139;41;10;85;889
5367;7;2016/17;Adreian Payne; PF;Minnesota Timberwolves;2022240;18;33;7;8;7;8;63
5400;7;2016/17;Tyus Jones; PG;Minnesota Timberwolves;1339680;60;67;156;48;5;38;209
5444;7;2016/17;John Lucas III; PG;Minnesota Timberwolves;980431;5;0;1;2;0;0;2
5522;7;2016/17;Omri Casspi; F;Minnesota Timberwolves;138414;36;112;37;23;3;29;186
5770;7;2017/18;Aaron Brooks; G;Minnesota Timberwolves;1471382;32;17;20;6;0;11;75
5771;7;2017/18;Andrew Wiggins; SF;Minnesota Timberwolves;7574323;82;358;160;91;51;138;1452
5772;7;2017/18;Cole Aldrich; C;Minnesota Timberwolves;7300000;21;15;3;2;1;1;12
5773;7;2017/18;Derrick Rose; PG;Minnesota Timberwolves;290951;25;35;37;7;4;35;209
5774;7;2017/18;Gorgui Dieng; C;Minnesota Timberwolves;14112360;79;360;71;45;39;59;470
5775;7;2017/18;Jamal Crawford; G;Minnesota Timberwolves;4328000;80;99;185;40;9;95;822
5776;7;2017/18;Jeff Teague; PG;Minnesota Timberwolves;19000000;70;209;492;102;23;177;994
5777;7;2017/18;Jimmy Butler; SF;Minnesota Timberwolves;19301070;59;314;288;116;24;108;1307
5778;7;2017/18;Justin Patton; C;Minnesota Timberwolves;2247480;1;0;0;1;0;0;2
5779;7;2017/18;Karl-Anthony Towns; C;Minnesota Timberwolves;6216840;82;1012;199;64;115;159;1743
5780;7;2017/18;Nemanja Bjelica; PF;Minnesota Timberwolves;3949999;67;274;86;50;16;52;454
5781;7;2017/18;Taj Gibson; F;Minnesota Timberwolves;14000000;82;584;99;62;59;89;999
5782;7;2017/18;Tyus Jones; PG;Minnesota Timberwolves;1471382;82;132;232;95;6;59;416
5962;7;2018/19;Andrew Wiggins; SF;Minnesota Timberwolves;25467250;73;352;184;70;48;138;1321
5991;7;2018/19;Jeff Teague; PG;Minnesota Timberwolves;19000000;42;106;343;43;18;97;510
6010;7;2018/19;Gorgui Dieng; C;Minnesota Timberwolves;15170787;76;311;72;48;41;57;485
6020;7;2018/19;Taj Gibson; F;Minnesota Timberwolves;14000000;70;458;84;53;39;73;753
6057;7;2018/19;Robert Covington; PF;Minnesota Timberwolves;10464092;35;193;46;74;47;47;465
6075;7;2018/19;Jerryd Bayless; G;Minnesota Timberwolves;8575916;34;62;119;18;2;32;209
6085;7;2018/19;Karl-Anthony Towns; C;Minnesota Timberwolves;7839435;77;954;259;67;125;240;1880
6132;7;2018/19;Anthony Tolliver; PF;Minnesota Timberwolves;4750000;65;177;46;17;21;36;326
6198;7;2018/19;Dario Saric; PF;Minnesota Timberwolves;2526840;81;457;127;45;9;97;858
6206;7;2018/19;Tyus Jones; PG;Minnesota Timberwolves;2444053;68;134;327;81;5;47;468
6216;7;2018/19;Josh Okogie; SF;Minnesota Timberwolves;2160720;74;218;91;88;33;63;570
6278;7;2018/19;Derrick Rose; PG;Minnesota Timberwolves;1512601;51;140;220;31;12;82;917
6280;7;2018/19;Luol Deng; F;Minnesota Timberwolves;1512601;22;73;18;15;8;14;157
6346;7;2018/19;Keita Bates-Diop; SF;Minnesota Timberwolves;838464;30;83;17;18;14;14;151
6379;7;2018/19;Cameron Reynolds; SF;Minnesota Timberwolves;108953;19;31;13;6;2;5;95
6421;7;2019/20;D'Angelo Russell; PG;Minnesota Timberwolves;27285000;45;177;285;48;13;147;1039
6422;7;2019/20;Karl-Anthony Towns; C;Minnesota Timberwolves;27285000;35;378;153;33;42;110;926
6450;7;2019/20;Allen Crabbe; G;Minnesota Timberwolves;18500000;37;77;33;15;4;17;172
6466;7;2019/20;James Johnson; PF;Minnesota Timberwolves;15349400;32;118;74;25;32;48;270
6559;7;2019/20;Jarrett Culver; G;Minnesota Timberwolves;5813640;63;212;110;57;38;81;580
6609;7;2019/20;Jake Layman; F;Minnesota Timberwolves;3581986;23;57;15;17;10;24;210
6639;7;2019/20;Malik Beasley; SG;Minnesota Timberwolves;2731714;55;148;75;40;8;57;615
6650;7;2019/20;Josh Okogie; SF;Minnesota Timberwolves;2530680;62;268;99;68;26;87;533
6685;7;2019/20;Jacob Evans; G;Minnesota Timberwolves;1925880;29;41;31;11;12;25;128
6756;7;2019/20;Jarred Vanderbilt; PF;Minnesota Timberwolves;1416852;11;9;2;3;1;7;12
6776;7;2019/20;Jaylen Nowell; SG;Minnesota Timberwolves;1400000;15;13;19;3;1;3;57
6795;7;2019/20;Naz Reid; C;Minnesota Timberwolves;898310;30;124;35;19;22;22;269
6858;7;2020/21;Karl-Anthony Towns; C;Minnesota Timberwolves;29467800;50;529;225;39;57;160;1239
6861;7;2020/21;D'Angelo Russell; PG;Minnesota Timberwolves;28649250;42;111;244;45;18;112;796
6894;7;2020/21;Ricky Rubio; PG;Minnesota Timberwolves;17000000;68;223;433;98;4;111;582
6915;7;2020/21;Malik Beasley; SG;Minnesota Timberwolves;13425895;37;162;88;30;7;60;724
6945;7;2020/21;Anthony Edwards; SG;Minnesota Timberwolves;9757440;72;336;211;82;36;160;1392
6997;7;2020/21;Jarrett Culver; G;Minnesota Timberwolves;6104280;34;104;24;17;9;28;180
7017;7;2020/21;Ed Davis; C;Minnesota Timberwolves;5005350;23;115;21;13;13;7;48
7055;7;2020/21;Jake Layman; F;Minnesota Timberwolves;3761085;45;67;28;29;19;26;231
7095;7;2020/21;Josh Okogie; SF;Minnesota Timberwolves;2651040;59;156;63;54;28;43;316
7132;7;2020/21;Jaden McDaniels; PF;Minnesota Timberwolves;1964760;63;232;71;35;60;47;427
7163;7;2020/21;Jarred Vanderbilt; PF;Minnesota Timberwolves;1663361;64;368;76;64;46;53;344
7205;7;2020/21;Naz Reid; C;Minnesota Timberwolves;1517981;70;322;72;34;76;69;784
7206;7;2020/21;Jaylen Nowell; SG;Minnesota Timberwolves;1517981;42;95;62;22;12;28;379
7312;7;2021/22;Karl-Anthony Towns;C;Minnesota Timberwolves;31650600;74;727;269;72;83;226;1818
7318;7;2021/22;D'Angelo Russell;PG;Minnesota Timberwolves;30013500;65;216;460;62;22;165;1176
7374;7;2021/22;Malik Beasley;SG;Minnesota Timberwolves;14491964;79;227;116;43;12;43;953
7376;7;2021/22;Patrick Beverley;PG;Minnesota Timberwolves;14320988;58;240;268;67;52;73;533
7387;7;2021/22;Taurean Prince;PF;Minnesota Timberwolves;13000000;69;174;68;47;23;53;502
7406;7;2021/22;Anthony Edwards;SG;Minnesota Timberwolves;10245480;72;343;275;105;46;190;1533
7519;7;2021/22;Josh Okogie;SF;Minnesota Timberwolves;4087904;49;70;25;26;12;23;133
7521;7;2021/22;Jarred Vanderbilt;PF;Minnesota Timberwolves;4050000;74;624;94;99;46;73;512
7531;7;2021/22;Jake Layman;F;Minnesota Timberwolves;3940185;34;36;9;7;5;10;81
7581;7;2021/22;Leandro Bolmaro;SG;Minnesota Timberwolves;2353320;35;43;21;6;0;13;50
7599;7;2021/22;Jaden McDaniels;PF;Minnesota Timberwolves;2063280;70;293;79;52;54;75;647
7609;7;2021/22;Jordan McLaughlin;PG;Minnesota Timberwolves;2000000;62;94;180;57;10;38;233
7631;7;2021/22;Naz Reid;C;Minnesota Timberwolves;1782621;77;301;71;40;71;82;637
7632;7;2021/22;Jaylen Nowell;SG;Minnesota Timberwolves;1782621;62;123;130;27;10;36;527
395;7;2005/06;P.J. Brown; PF;Oklahoma City Thunder;8000000;75;547;90;46;50;90;677
410;7;2005/06;Desmond Mason; SF;Oklahoma City Thunder;7233333;70;298;66;42;17;113;757
471;7;2005/06;Marc Jackson; PF;Oklahoma City Thunder;4550000;64;217;44;13;8;65;415
480;7;2005/06;Moochie Norris; PG;Oklahoma City Thunder;4200000;45;54;50;20;1;33;125
497;7;2005/06;Speedy Claxton; PG;Oklahoma City Thunder;3600000;71;193;339;108;6;154;871
506;7;2005/06;Aaron Williams; C;Oklahoma City Thunder;3375000;48;181;17;17;21;30;222
514;7;2005/06;Chris Paul; PG;Oklahoma City Thunder;3144240;78;400;611;175;6;183;1258
528;7;2005/06;Steven Hunter; C;Oklahoma City Thunder;2844828;69;271;17;12;76;64;421
548;7;2005/06;Arvydas Macijauskas; SG;Oklahoma City Thunder;2500000;19;10;5;7;0;8;44
611;7;2005/06;Kirk Snyder; SG;Oklahoma City Thunder;1437240;68;161;102;29;23;70;542
615;7;2005/06;David West; F;Oklahoma City Thunder;1334160;74;548;92;61;64;105;1262
617;7;2005/06;Rasual Butler; SF;Oklahoma City Thunder;1300000;79;232;40;33;45;65;685
696;7;2005/06;Linton Johnson; PF;Oklahoma City Thunder;719373;36;122;14;12;12;28;153
718;7;2005/06;Jackson Vroman; PF;Oklahoma City Thunder;641748;41;86;11;12;11;21;73
744;7;2005/06;Brandon Bass; PF;Oklahoma City Thunder;398762;29;68;3;3;7;11;68
792;7;2006/07;Peja Stojakovic; SF;Oklahoma City Thunder;10800000;13;54;11;8;4;19;231
803;7;2006/07;Tyson Chandler; C;Oklahoma City Thunder;9150000;73;904;66;37;129;126;690
818;7;2006/07;Desmond Mason; SF;Oklahoma City Thunder;8037036;75;345;115;52;22;192;1028
875;7;2006/07;Bobby Jackson; PG;Oklahoma City Thunder;5250000;56;178;141;50;6;78;592
884;7;2006/07;Marc Jackson; PF;Oklahoma City Thunder;4875000;56;192;58;21;7;65;408
926;7;2006/07;Chris Paul; PG;Oklahoma City Thunder;3380160;64;280;569;118;3;161;1104
944;7;2006/07;Rasual Butler; SF;Oklahoma City Thunder;3000000;81;256;63;40;54;67;818
989;7;2006/07;David West; F;Oklahoma City Thunder;2051938;52;424;114;42;38;98;949
1006;7;2006/07;Hilton Armstrong; PF;Oklahoma City Thunder;1767600;56;149;10;12;26;35;176
1026;7;2006/07;Cedric Simmons; SF;Oklahoma City Thunder;1515480;43;107;12;8;23;22;126
1062;7;2006/07;Jannero Pargo; PG;Oklahoma City Thunder;1000000;82;180;203;53;4;122;751
1086;7;2006/07;Linton Johnson; PF;Oklahoma City Thunder;771331;54;163;18;33;18;27;226
1128;7;2006/07;Brandon Bass; PF;Oklahoma City Thunder;664209;21;43;3;2;3;10;42
1139;7;2006/07;Devin Brown; SG;Oklahoma City Thunder;516806;58;251;149;44;9;91;670
1696;7;2008/09;Malik Rose; PF;Oklahoma City Thunder;7647500;38;96;36;10;3;36;130
1710;7;2008/09;Nick Collison; F;Oklahoma City Thunder;6350000;71;489;66;51;50;73;584
1716;7;2008/09;Earl Watson; PG;Oklahoma City Thunder;6200000;68;183;391;50;11;156;448
1741;7;2008/09;Desmond Mason; SF;Oklahoma City Thunder;5300000;39;157;46;15;30;56;294
1750;7;2008/09;Nenad Krstic; C;Oklahoma City Thunder;4778548;46;253;29;21;49;45;445
1761;7;2008/09;Kevin Durant; PF;Oklahoma City Thunder;4484040;74;482;205;96;53;225;1871
1790;7;2008/09;Robert Swift; C;Oklahoma City Thunder;3579131;26;89;9;5;17;8;86
1792;7;2008/09;Russell Westbrook; PG;Oklahoma City Thunder;3493680;82;399;435;110;16;274;1256
1798;7;2008/09;Jeff Green; PF;Oklahoma City Thunder;3287640;78;519;155;81;33;173;1290
1800;7;2008/09;Chucky Atkins; PG;Oklahoma City Thunder;3240000;33;24;59;10;2;23;98
1807;7;2008/09;Damien Wilkins; SG;Oklahoma City Thunder;3100000;41;70;37;22;7;37;218
1860;7;2008/09;Thabo Sefolosha; F;Oklahoma City Thunder;1931160;66;242;111;75;45;64;389
1930;7;2008/09;D.J. White; PF;Oklahoma City Thunder;964080;7;32;6;3;5;3;62
1936;7;2008/09;Shaun Livingston; G;Oklahoma City Thunder;854957;12;28;20;7;2;9;71
1941;7;2008/09;Kyle Weaver; SG;Oklahoma City Thunder;806452;56;130;101;47;25;69;299
2012;7;2008/09;Steven Hill; C;Oklahoma City Thunder;442114;1;3;0;0;0;0;2
2114;7;2009/10;Etan Thomas; C;Oklahoma City Thunder;7906088;23;64;1;4;16;18;75
2138;7;2009/10;Nick Collison; F;Oklahoma City Thunder;6250000;75;384;38;37;48;63;439
2161;7;2009/10;Nenad Krstic; C;Oklahoma City Thunder;5160832;76;383;52;32;45;58;639
